operation_id,work_date,facility_id,shift_id,forecast_orders,actual_orders,planned_fte,planned_contract,absent_fte,absent_contract,present_fte,present_contract,overtime_hours,capacity_orders,processed_orders,backlog_orders,paid_hours,productive_hours,actual_productivity_per_hour,capacity_utilization,absence_rate,labour_cost_inr,cost_per_processed_order
520,2026-06-04,FC_MUM,S1,2852,2649,24,9,0,1,24,8,0,2917.4,2649,0,264.0,230.4,11.5,0.908,0.0303,47688.0,18.0
521,2026-06-04,FC_MUM,S2,3162,2971,29,10,1,1,28,9,0,3066.4,2971,0,312.0,266.4,11.15,0.9689,0.0513,57902.48,19.49
522,2026-06-04,FC_MUM,S3,2015,1975,20,7,0,1,20,6,0,2169.1,1975,0,216.0,187.2,10.55,0.9105,0.037,42829.6,21.69
523,2026-06-04,FC_HYD,S1,2221,2357,19,7,1,0,18,7,8,2359.2,2357,0,216.0,188.0,12.54,0.9991,0.0385,36680.0,15.56
524,2026-06-04,FC_HYD,S2,2383,2604,20,7,1,0,19,7,24,2608.2,2604,0,240.0,211.2,12.33,0.9984,0.037,43103.44,16.55
525,2026-06-04,FC_HYD,S3,1575,1740,17,6,1,0,16,6,4,1745.6,1740,0,188.0,162.4,10.71,0.9968,0.0435,34826.0,20.01
526,2026-06-05,FC_BLR,S1,2902,2938,24,8,5,1,19,7,36,2775.4,2775,163,292.0,223.2,12.43,0.9998,0.1875,53160.0,19.16
527,2026-06-05,FC_BLR,S2,3267,3621,28,10,2,0,26,10,36,3416.5,3416,205,340.0,295.2,11.57,0.9998,0.0526,63390.32,18.56
528,2026-06-05,FC_BLR,S3,2218,2372,21,8,1,0,20,8,8,2373.4,2372,0,240.0,209.6,11.32,0.9994,0.0345,46393.6,19.56
529,2026-06-05,FC_DEL,S1,3400,3706,30,10,3,0,27,10,29,3706.6,3706,0,349.0,295.4,12.55,0.9998,0.075,64122.0,17.3
530,2026-06-05,FC_DEL,S2,3747,3749,33,12,1,0,32,12,0,4118.8,3749,0,360.0,316.8,11.83,0.9102,0.0222,65804.64,17.55
531,2026-06-05,FC_DEL,S3,2080,2256,20,7,2,0,18,7,20,2257.2,2256,0,236.0,200.0,11.28,0.9995,0.0741,47792.8,21.18
532,2026-06-05,FC_KOL,S1,2221,2350,21,7,2,1,19,6,16,2354.8,2350,0,240.0,196.0,11.99,0.998,0.1071,40120.0,17.07
533,2026-06-05,FC_KOL,S2,2860,2824,27,10,0,1,27,9,0,3176.3,2824,0,296.0,259.2,10.9,0.8891,0.027,49621.28,17.57
534,2026-06-05,FC_KOL,S3,1487,1695,15,5,0,1,15,4,22,1698.8,1695,0,182.0,158.8,10.67,0.9978,0.05,34267.2,20.22
535,2026-06-05,FC_MUM,S1,3325,2926,29,10,1,1,28,9,4,3402.9,2926,0,316.0,270.4,10.82,0.8599,0.0513,57268.0,19.57
536,2026-06-05,FC_MUM,S2,3295,3097,30,11,1,1,29,10,3,3535.0,3097,0,331.0,283.8,10.91,0.8761,0.0488,61796.91,19.95
537,2026-06-05,FC_MUM,S3,2127,2114,22,8,1,1,21,7,0,2241.5,2114,0,240.0,201.6,10.49,0.9431,0.0667,47643.2,22.54
538,2026-06-05,FC_HYD,S1,2820,2533,24,9,3,0,21,9,0,2646.4,2533,0,264.0,216.0,11.73,0.9571,0.0909,44112.0,17.41
539,2026-06-05,FC_HYD,S2,2675,2701,23,8,2,0,21,8,12,2701.3,2701,0,260.0,220.8,12.23,0.9999,0.0645,45587.8,16.88
540,2026-06-05,FC_HYD,S3,1822,1986,18,7,0,0,18,7,0,2130.1,1986,0,200.0,180.0,11.03,0.9324,0.0,36801.6,18.53
541,2026-06-06,FC_BLR,S1,3162,3171,27,9,2,0,25,9,0,3326.6,3171,0,288.0,244.8,12.95,0.9532,0.0556,49680.0,15.67
542,2026-06-06,FC_BLR,S2,4169,4144,37,13,1,3,36,10,0,4184.6,4144,0,400.0,331.2,12.51,0.9903,0.08,71177.12,17.18
543,2026-06-06,FC_BLR,S3,2323,2334,22,8,0,2,22,6,0,2463.8,2334,0,240.0,201.6,11.58,0.9473,0.0667,45654.4,19.56
544,2026-06-06,FC_DEL,S1,3019,3086,26,9,0,2,26,7,0,3109.4,3086,0,280.0,237.6,12.99,0.9925,0.0571,49616.0,16.08
545,2026-06-06,FC_DEL,S2,4765,4233,41,15,2,0,39,15,0,4673.3,4233,0,448.0,388.8,10.89,0.9058,0.0357,81905.6,19.35
546,2026-06-06,FC_DEL,S3,2836,2728,27,10,1,0,26,10,0,2920.9,2728,0,296.0,259.2,10.52,0.9339,0.027,57816.0,21.19
547,2026-06-06,FC_KOL,S1,2269,2425,21,7,0,1,21,6,0,2432.5,2425,0,224.0,194.4,12.47,0.9969,0.0357,36344.0,14.99
548,2026-06-06,FC_KOL,S2,2492,2518,24,8,4,2,20,6,30,2522.8,2518,0,286.0,217.2,11.59,0.9981,0.1875,50074.48,19.89
549,2026-06-06,FC_KOL,S3,1864,1848,18,7,1,1,17,6,0,1930.7,1848,0,200.0,165.6,11.16,0.9572,0.08,35860.0,19.4
550,2026-06-06,FC_MUM,S1,3105,3193,27,9,1,0,26,9,0,3236.8,3193,0,288.0,252.0,12.67,0.9865,0.0278,51840.0,16.24
551,2026-06-06,FC_MUM,S2,3654,3812,34,12,0,1,34,11,0,4106.7,3812,0,368.0,324.0,11.77,0.9283,0.0217,68342.56,17.93
552,2026-06-06,FC_MUM,S3,2047,2022,19,7,1,0,18,7,0,2056.0,2022,0,208.0,180.0,11.23,0.9835,0.0385,41307.2,20.43
553,2026-06-06,FC_HYD,S1,2197,2693,19,7,3,2,16,5,36,2396.7,2396,297,244.0,187.2,12.8,0.9997,0.1923,43484.0,18.15
554,2026-06-06,FC_HYD,S2,3483,3359,30,11,1,3,29,8,0,3466.7,3359,0,328.0,266.4,12.61,0.9689,0.0976,56411.04,16.79
555,2026-06-06,FC_HYD,S3,1790,1965,17,6,1,2,16,4,36,1782.0,1782,183,220.0,180.0,9.9,1.0,0.1304,43379.6,24.34
556,2026-06-07,FC_BLR,S1,2987,2864,25,9,1,0,24,9,0,3256.0,2864,0,272.0,237.6,12.05,0.8796,0.0294,47024.0,16.42
557,2026-06-07,FC_BLR,S2,3406,3419,30,10,0,1,30,9,16,3423.6,3419,0,336.0,296.8,11.52,0.9987,0.025,60976.0,17.83
558,2026-06-07,FC_BLR,S3,2344,2344,23,8,1,1,22,7,5,2352.0,2344,0,253.0,213.8,10.96,0.9966,0.0645,48490.2,20.69
559,2026-06-07,FC_DEL,S1,3104,3104,27,10,0,1,27,9,0,3122.1,3104,0,296.0,259.2,11.98,0.9942,0.027,52560.0,16.93
560,2026-06-07,FC_DEL,S2,3597,3834,33,11,1,1,32,10,0,3856.1,3834,0,352.0,302.4,12.68,0.9943,0.0455,64173.12,16.74
561,2026-06-07,FC_DEL,S3,2078,1959,21,7,0,1,21,6,0,2295.5,1959,0,224.0,194.4,10.08,0.8534,0.0357,43612.8,22.26
562,2026-06-07,FC_KOL,S1,2231,2166,19,7,2,0,17,7,13,2169.5,2166,0,221.0,185.8,11.66,0.9984,0.0769,36916.0,17.04
563,2026-06-07,FC_KOL,S2,2449,2465,23,8,2,0,21,8,0,2510.8,2465,0,248.0,208.8,11.81,0.9818,0.0645,41496.64,16.83
564,2026-06-07,FC_KOL,S3,1630,1579,17,6,1,1,16,5,0,1639.2,1579,0,184.0,151.2,10.44,0.9633,0.087,32894.4,20.83
565,2026-06-07,FC_MUM,S1,2733,2794,24,8,1,0,23,8,4,2893.9,2794,0,260.0,227.2,12.3,0.9655,0.0312,47132.0,16.87
566,2026-06-07,FC_MUM,S2,3587,3377,33,12,2,1,31,11,0,3757.5,3377,0,360.0,302.4,11.17,0.8987,0.0667,66917.04,19.82
567,2026-06-07,FC_MUM,S3,1935,2073,20,7,2,1,18,6,14,2073.9,2073,0,230.0,186.8,11.1,0.9996,0.1111,46879.8,22.61
568,2026-06-07,FC_HYD,S1,2419,2526,20,7,2,1,18,6,36,2501.3,2501,25,252.0,208.8,11.98,0.9999,0.1111,44764.0,17.9
569,2026-06-07,FC_HYD,S2,2836,2772,25,9,2,0,23,9,2,2777.2,2772,0,274.0,232.4,11.93,0.9981,0.0588,47254.34,17.05
570,2026-06-07,FC_HYD,S3,1633,1595,16,6,2,1,14,5,0,1621.1,1595,0,176.0,136.8,11.66,0.9839,0.1364,32348.8,20.28
571,2026-06-08,FC_BLR,S1,2565,2492,21,8,1,1,20,7,0,2719.1,2492,0,232.0,194.4,12.82,0.9165,0.069,40176.0,16.12
572,2026-06-08,FC_BLR,S2,3055,3011,27,9,2,1,25,8,10,3015.0,3011,0,298.0,247.6,12.16,0.9987,0.0833,53745.4,17.85
573,2026-06-08,FC_BLR,S3,1803,1855,17,6,1,0,16,6,4,1859.0,1855,0,188.0,162.4,11.42,0.9978,0.0435,36071.2,19.45
574,2026-06-08,FC_DEL,S1,2818,2811,24,9,0,1,24,8,0,3152.4,2811,0,264.0,230.4,12.2,0.8917,0.0303,46896.0,16.68
575,2026-06-08,FC_DEL,S2,3094,2721,27,10,3,1,24,9,0,3136.9,2721,0,296.0,237.6,11.45,0.8674,0.1081,54136.8,19.9
576,2026-06-08,FC_DEL,S3,1955,2073,18,7,2,1,16,6,26,2074.8,2073,0,226.0,184.4,11.24,0.9991,0.12,46503.6,22.43
577,2026-06-08,FC_KOL,S1,1868,1946,18,7,4,1,14,6,14,1952.7,1946,0,214.0,158.0,12.32,0.9966,0.2,35904.0,18.45
578,2026-06-08,FC_KOL,S2,2194,2090,21,7,0,0,21,7,0,2396.5,2090,0,224.0,201.6,10.37,0.8721,0.0,37434.32,17.91
579,2026-06-08,FC_KOL,S3,1223,1262,12,4,0,0,12,4,0,1327.0,1262,0,128.0,115.2,10.95,0.951,0.0,22844.8,18.1
580,2026-06-08,FC_MUM,S1,2283,2576,20,7,0,0,20,7,1,2581.6,2576,0,217.0,195.4,13.18,0.9978,0.0,39199.0,15.22
581,2026-06-08,FC_MUM,S2,3647,3206,32,11,2,1,30,10,0,3597.8,3206,0,344.0,288.0,11.13,0.8911,0.0698,63835.28,19.91
582,2026-06-08,FC_MUM,S3,1801,1668,18,6,2,2,16,4,3,1671.8,1668,0,195.0,147.0,11.35,0.9977,0.1667,38883.9,23.31
583,2026-06-08,FC_HYD,S1,2061,2113,18,6,2,0,16,6,0,2196.3,2113,0,192.0,158.4,13.34,0.9621,0.0833,31968.0,15.13
584,2026-06-08,FC_HYD,S2,2395,2425,21,7,0,0,21,7,4,2467.5,2425,0,228.0,205.6,11.79,0.9828,0.0,39416.04,16.25
585,2026-06-08,FC_HYD,S3,1674,1522,18,6,1,2,17,4,0,1687.4,1522,0,192.0,151.2,10.07,0.902,0.125,35164.8,23.1
586,2026-06-09,FC_BLR,S1,2468,2520,22,8,1,0,21,8,0,2560.7,2520,0,240.0,208.8,12.07,0.9841,0.0333,41504.0,16.47
587,2026-06-09,FC_BLR,S2,3179,3100,27,10,0,1,27,9,0,3467.8,3100,0,296.0,259.2,11.96,0.8939,0.027,52752.48,17.02
588,2026-06-09,FC_BLR,S3,1888,1850,18,7,0,0,18,7,0,2123.3,1850,0,200.0,180.0,10.28,0.8713,0.0,38121.6,20.61
589,2026-06-09,FC_DEL,S1,2860,3150,24,9,2,2,22,7,36,3062.8,3062,88,300.0,244.8,12.51,0.9998,0.1212,56184.0,18.35
590,2026-06-09,FC_DEL,S2,3362,3395,30,10,3,0,27,10,9,3401.2,3395,0,329.0,275.4,12.33,0.9982,0.075,60730.86,17.89
591,2026-06-09,FC_DEL,S3,2138,2065,21,7,2,1,19,6,10,2070.2,2065,0,234.0,190.0,10.87,0.9975,0.1071,46450.8,22.49
592,2026-06-09,FC_KOL,S1,1937,1995,16,6,1,1,15,5,27,1999.5,1995,0,203.0,171.0,11.67,0.9978,0.0909,35028.0,17.56
593,2026-06-09,FC_KOL,S2,2232,2460,20,7,0,2,20,5,28,2460.0,2460,0,244.0,208.0,11.83,1.0,0.0741,42955.12,17.46
594,2026-06-09,FC_KOL,S3,1386,1404,16,5,1,1,15,4,0,1502.9,1404,0,168.0,136.8,10.26,0.9342,0.0952,29928.8,21.32
595,2026-06-09,FC_MUM,S1,2947,2698,25,9,1,0,24,9,0,2906.5,2698,0,272.0,237.6,11.36,0.9283,0.0294,49072.0,18.19
596,2026-06-09,FC_MUM,S2,2678,2619,24,8,0,1,24,7,0,2805.6,2619,0,256.0,223.2,11.73,0.9335,0.0312,47462.4,18.12
597,2026-06-09,FC_MUM,S3,1758,1821,18,6,1,0,17,6,0,1901.6,1821,0,192.0,165.6,11.0,0.9576,0.0417,38016.0,20.88
598,2026-06-09,FC_HYD,S1,2246,2422,19,7,3,1,16,6,36,2381.0,2381,41,244.0,194.4,12.25,1.0,0.1538,43484.0,18.26
599,2026-06-09,FC_HYD,S2,2402,2429,22,8,0,0,22,8,0,2636.4,2429,0,240.0,216.0,11.25,0.9213,0.0,41265.92,16.99
600,2026-06-09,FC_HYD,S3,1699,1634,18,6,0,1,18,5,2,1992.9,1634,0,194.0,167.6,9.75,0.8199,0.0417,35699.4,21.85
601,2026-06-10,FC_BLR,S1,2964,2952,24,9,1,2,23,7,5,2960.5,2952,0,269.0,221.0,13.36,0.9971,0.0909,46946.0,15.9
602,2026-06-10,FC_BLR,S2,2795,2995,24,8,1,1,23,7,34,3004.4,2995,0,290.0,250.0,11.98,0.9969,0.0625,54239.8,18.11
603,2026-06-10,FC_BLR,S3,1855,1843,18,6,1,1,17,5,0,1867.5,1843,0,192.0,158.4,11.64,0.9869,0.0833,36432.0,19.77
604,2026-06-10,FC_DEL,S1,2579,2913,22,8,0,0,22,8,29,2917.5,2913,0,269.0,245.0,11.89,0.9985,0.0,50074.0,17.19
605,2026-06-10,FC_DEL,S2,3449,3602,30,11,1,1,29,10,12,3608.4,3602,0,340.0,292.8,12.3,0.9982,0.0488,63159.6,17.53
606,2026-06-10,FC_DEL,S3,2171,2180,21,8,1,1,20,7,0,2222.4,2180,0,232.0,194.4,11.21,0.9809,0.069,45355.2,20.81
607,2026-06-10,FC_KOL,S1,2068,2004,18,7,0,0,18,7,0,2380.6,2004,0,200.0,180.0,11.13,0.8418,0.0,32600.0,16.27
608,2026-06-10,FC_KOL,S2,2331,2326,23,8,2,0,21,8,0,2447.8,2326,0,248.0,208.8,11.14,0.9502,0.0645,41496.64,17.84
609,2026-06-10,FC_KOL,S3,1572,1476,16,6,2,1,14,5,0,1503.3,1476,0,176.0,136.8,10.79,0.9818,0.1364,31521.6,21.36
610,2026-06-10,FC_MUM,S1,2494,2479,23,8,2,2,21,6,0,2497.0,2479,0,248.0,194.4,12.75,0.9928,0.129,44696.0,18.03
611,2026-06-10,FC_MUM,S2,3082,3008,27,9,1,1,26,8,0,3105.9,3008,0,288.0,244.8,12.29,0.9685,0.0556,53395.2,17.75
612,2026-06-10,FC_MUM,S3,1737,1738,18,6,1,1,17,5,0,1771.2,1738,0,192.0,158.4,10.97,0.9812,0.0833,38016.0,21.87
613,2026-06-10,FC_HYD,S1,2313,2342,20,7,1,0,19,7,0,2510.4,2342,0,216.0,187.2,12.51,0.9329,0.037,36016.0,15.38
614,2026-06-10,FC_HYD,S2,2371,2413,21,7,0,1,21,6,6,2420.0,2413,0,230.0,200.4,12.04,0.9971,0.0357,39916.62,16.54
615,2026-06-10,FC_HYD,S3,1548,1702,15,5,1,1,14,4,36,1684.4,1684,18,196.0,165.6,10.17,0.9997,0.1,38926.8,23.12
616,2026-06-11,FC_BLR,S1,2765,2809,23,8,0,1,23,7,0,3120.3,2809,0,248.0,216.0,13.0,0.9002,0.0323,42832.0,15.25
617,2026-06-11,FC_BLR,S2,3604,3399,33,11,2,1,31,10,0,3951.9,3399,0,352.0,295.2,11.51,0.8601,0.0682,62541.6,18.4
618,2026-06-11,FC_BLR,S3,2129,2202,20,7,1,0,19,7,0,2218.4,2202,0,216.0,187.2,11.76,0.9926,0.037,41043.2,18.64
619,2026-06-11,FC_DEL,S1,3140,3007,27,10,1,1,26,9,0,3095.1,3007,0,296.0,252.0,11.93,0.9715,0.0541,52560.0,17.48
620,2026-06-11,FC_DEL,S2,3409,3412,30,11,2,3,28,8,5,3421.0,3412,0,333.0,264.2,12.91,0.9974,0.122,61299.42,17.97
621,2026-06-11,FC_DEL,S3,2806,2437,27,10,3,0,24,10,0,2723.6,2437,0,296.0,244.8,9.96,0.8948,0.0811,57816.0,23.72
622,2026-06-11,FC_KOL,S1,2288,2113,21,8,1,2,20,6,0,2363.0,2113,0,232.0,187.2,11.29,0.8942,0.1034,37792.0,17.89
623,2026-06-11,FC_KOL,S2,2350,2492,24,8,0,0,24,8,0,2702.3,2492,0,256.0,230.4,10.82,0.9222,0.0,42782.08,17.17
624,2026-06-11,FC_KOL,S3,1553,1607,16,5,3,0,13,5,36,1532.7,1532,75,204.0,165.6,9.25,0.9995,0.1429,39274.4,25.64
625,2026-06-11,FC_MUM,S1,2545,2514,22,8,3,1,19,7,14,2517.0,2514,0,254.0,201.2,12.5,0.9988,0.1333,46994.0,18.69
626,2026-06-11,FC_MUM,S2,3040,3118,28,10,1,0,27,10,0,3422.8,3118,0,304.0,266.4,11.7,0.9109,0.0263,56476.96,18.11
627,2026-06-11,FC_MUM,S3,1853,1972,19,7,0,2,19,5,2,1991.2,1972,0,210.0,174.8,11.28,0.9904,0.0769,41885.8,21.24
628,2026-06-11,FC_HYD,S1,2465,2428,21,7,1,0,20,7,1,2433.3,2428,0,225.0,195.4,12.43,0.9978,0.0357,37539.0,15.46
629,2026-06-11,FC_HYD,S2,2687,2989,25,9,0,1,25,8,4,3110.9,2989,0,276.0,241.6,12.37,0.9608,0.0294,47754.92,15.98
630,2026-06-11,FC_HYD,S3,1365,1576,13,5,0,0,13,5,5,1581.5,1576,0,149.0,134.6,11.71,0.9965,0.0,27824.5,17.66
631,2026-06-12,FC_BLR,S1,3148,3203,27,9,0,0,27,9,0,3492.9,3203,0,288.0,259.2,12.36,0.917,0.0,49680.0,15.51
632,2026-06-12,FC_BLR,S2,3347,3577,30,11,2,0,28,11,11,3577.7,3577,0,339.0,291.8,12.26,0.9998,0.0488,61270.58,17.13
633,2026-06-12,FC_BLR,S3,1926,1864,19,7,2,0,17,7,5,2022.8,1864,0,213.0,177.8,10.48,0.9215,0.0769,40957.4,21.97
634,2026-06-12,FC_DEL,S1,3631,3382,31,11,1,1,30,10,0,3513.1,3382,0,336.0,288.0,11.74,0.9627,0.0476,59584.0,17.62
635,2026-06-12,FC_DEL,S2,3756,4036,33,12,0,0,33,12,2,4038.4,4036,0,362.0,326.0,12.38,0.9994,0.0,66336.12,16.44
636,2026-06-12,FC_DEL,S3,2438,2406,24,8,1,0,23,8,0,2464.1,2406,0,256.0,223.2,10.78,0.9764,0.0312,49843.2,20.72
637,2026-06-12,FC_KOL,S1,2756,2401,24,8,0,0,24,8,0,2914.2,2401,0,256.0,230.4,10.42,0.8239,0.0,41536.0,17.3
638,2026-06-12,FC_KOL,S2,2383,2654,22,8,2,1,20,7,32,2654.0,2654,0,272.0,226.4,11.72,1.0,0.1,47989.76,18.08
639,2026-06-12,FC_KOL,S3,1660,1707,17,6,0,0,17,6,0,1768.8,1707,0,184.0,165.6,10.31,0.9651,0.0,32894.4,19.27
640,2026-06-12,FC_MUM,S1,3051,2931,27,10,3,1,24,9,0,3004.5,2931,0,296.0,237.6,12.34,0.9755,0.1081,53448.0,18.24
641,2026-06-12,FC_MUM,S2,3283,3326,29,10,0,1,29,9,15,3328.1,3326,0,327.0,288.6,11.52,0.9994,0.0256,61965.83,18.63
642,2026-06-12,FC_MUM,S3,1984,2169,19,7,0,1,19,6,25,2170.1,2169,0,233.0,205.0,10.58,0.9995,0.0385,48539.7,22.38
643,2026-06-12,FC_HYD,S1,2640,2396,23,8,0,0,23,8,0,3166.2,2396,0,248.0,223.2,10.73,0.7567,0.0,41344.0,17.26
644,2026-06-12,FC_HYD,S2,2726,2857,25,9,2,2,23,7,12,2858.5,2857,0,284.0,228.0,12.53,0.9995,0.1176,49757.24,17.42
645,2026-06-12,FC_HYD,S3,2038,1804,20,7,1,1,19,6,0,2022.7,1804,0,216.0,180.0,10.02,0.8919,0.0741,39617.6,21.96
646,2026-06-13,FC_BLR,S1,3652,3474,30,10,2,0,28,10,0,3593.5,3474,0,320.0,273.6,12.7,0.9667,0.05,55200.0,15.89
647,2026-06-13,FC_BLR,S2,3697,3920,33,11,1,0,32,11,9,3925.9,3920,0,361.0,318.6,12.3,0.9985,0.0227,64859.1,16.55
648,2026-06-13,FC_BLR,S3,2717,2531,27,9,0,0,27,9,0,2967.3,2531,0,288.0,259.2,9.76,0.853,0.0,54648.0,21.59
649,2026-06-13,FC_DEL,S1,3567,3525,32,11,0,0,32,11,0,3926.1,3525,0,344.0,309.6,11.39,0.8978,0.0,60944.0,17.29
650,2026-06-13,FC_DEL,S2,3525,3634,33,11,0,1,33,10,0,3838.0,3634,0,352.0,309.6,11.74,0.9468,0.0227,64173.12,17.66
651,2026-06-13,FC_DEL,S3,2542,2555,24,8,2,0,22,8,16,2556.6,2555,0,272.0,232.0,11.01,0.9994,0.0625,54384.0,21.29
652,2026-06-13,FC_KOL,S1,2372,2400,23,8,0,0,23,8,6,2757.7,2400,0,254.0,229.2,10.47,0.8703,0.0,41704.0,17.38
653,2026-06-13,FC_KOL,S2,2836,2853,27,9,3,2,24,7,28,2855.9,2853,0,316.0,251.2,11.36,0.999,0.1389,54936.08,19.26
654,2026-06-13,FC_KOL,S3,1897,1823,19,7,2,0,17,7,4,1830.4,1823,0,212.0,176.8,10.31,0.9959,0.0769,38271.2,20.99
655,2026-06-13,FC_MUM,S1,3279,3390,29,10,2,0,27,10,22,3397.1,3390,0,334.0,288.4,11.75,0.9979,0.0513,62002.0,18.29
656,2026-06-13,FC_MUM,S2,3126,3784,29,10,1,1,28,9,36,3603.3,3603,181,348.0,302.4,11.91,0.9999,0.0513,67654.52,18.78
657,2026-06-13,FC_MUM,S3,2175,2358,22,8,2,0,20,8,3,2365.3,2358,0,243.0,204.6,11.52,0.9969,0.0667,48511.1,20.57
658,2026-06-13,FC_HYD,S1,3039,2830,27,10,1,1,26,9,0,3188.4,2830,0,296.0,252.0,11.23,0.8876,0.0541,49440.0,17.47
659,2026-06-13,FC_HYD,S2,2892,3118,24,9,0,1,24,8,19,3127.2,3118,0,283.0,249.4,12.5,0.9971,0.0303,50190.87,16.1
660,2026-06-13,FC_HYD,S3,2408,2083,24,9,2,0,22,9,0,2618.4,2083,0,264.0,223.2,9.33,0.7955,0.0606,48523.2,23.29
661,2026-06-14,FC_BLR,S1,2900,2931,24,8,0,1,24,7,0,2987.9,2931,0,256.0,223.2,13.13,0.981,0.0312,44160.0,15.07
662,2026-06-14,FC_BLR,S2,3166,3079,27,9,0,2,27,7,14,3084.3,3079,0,302.0,258.8,11.9,0.9983,0.0556,54775.4,17.79
663,2026-06-14,FC_BLR,S3,2091,2012,21,8,1,0,20,8,0,2363.0,2012,0,232.0,201.6,9.98,0.8515,0.0345,44193.6,21.97
664,2026-06-14,FC_DEL,S1,3494,3390,30,11,1,1,29,10,0,3572.7,3390,0,328.0,280.8,12.07,0.9489,0.0488,58224.0,17.18
665,2026-06-14,FC_DEL,S2,3093,3706,28,10,3,3,25,7,36,3247.1,3247,459,340.0,266.4,12.19,1.0,0.1579,65104.24,20.05
666,2026-06-14,FC_DEL,S3,1947,2087,20,7,3,0,17,7,10,2096.0,2087,0,226.0,182.8,11.42,0.9957,0.1111,44954.8,21.54
667,2026-06-14,FC_KOL,S1,2237,2171,19,7,1,1,18,6,0,2228.4,2171,0,208.0,172.8,12.56,0.9743,0.0769,33848.0,15.59
668,2026-06-14,FC_KOL,S2,2355,2615,21,8,1,0,20,8,33,2620.5,2615,0,265.0,234.6,11.15,0.9979,0.0345,46947.4,17.95
669,2026-06-14,FC_KOL,S3,1580,1716,17,6,2,0,15,6,5,1716.0,1716,0,189.0,156.2,10.99,1.0,0.087,34192.4,19.93
670,2026-06-14,FC_MUM,S1,2701,2991,25,9,1,2,24,7,18,2996.8,2991,0,290.0,241.2,12.4,0.9981,0.0882,53806.0,17.99
671,2026-06-14,FC_MUM,S2,3629,3356,33,12,2,0,31,12,0,3941.2,3356,0,360.0,309.6,10.84,0.8515,0.0444,66917.04,19.94
672,2026-06-14,FC_MUM,S3,2098,2088,21,7,1,0,20,7,6,2333.2,2088,0,230.0,200.4,10.42,0.8949,0.0357,46087.8,22.07
673,2026-06-14,FC_HYD,S1,1989,2057,17,6,0,0,17,6,0,2158.7,2057,0,184.0,165.6,12.42,0.9529,0.0,30688.0,14.92
674,2026-06-14,FC_HYD,S2,2764,2808,25,9,1,0,24,9,0,3067.8,2808,0,272.0,237.6,11.82,0.9153,0.0294,46753.76,16.65
675,2026-06-14,FC_HYD,S3,1527,1604,15,5,2,0,13,5,9,1608.7,1604,0,169.0,138.6,11.57,0.9971,0.1,31709.7,19.77
676,2026-06-15,FC_BLR,S1,2985,2930,25,9,1,1,24,8,0,3049.7,2930,0,272.0,230.4,12.72,0.9608,0.0588,47024.0,16.05
677,2026-06-15,FC_BLR,S2,3044,2890,27,9,2,3,25,6,0,3063.4,2890,0,288.0,223.2,12.95,0.9434,0.1389,51170.4,17.71
678,2026-06-15,FC_BLR,S3,2050,2120,20,7,1,0,19,7,2,2121.9,2120,0,218.0,189.2,11.21,0.9991,0.037,41593.2,19.62
679,2026-06-15,FC_DEL,S1,2873,2976,24,9,0,0,24,9,4,2981.7,2976,0,268.0,241.6,12.32,0.9981,0.0,47928.0,16.1
680,2026-06-15,FC_DEL,S2,3331,3433,30,10,1,0,29,10,17,3434.8,3433,0,337.0,297.8,11.53,0.9995,0.025,62856.78,18.31
681,2026-06-15,FC_DEL,S3,2069,1975,21,7,2,1,19,6,2,2179.3,1975,0,226.0,182.0,10.85,0.9063,0.1071,44180.4,22.37
682,2026-06-15,FC_KOL,S1,2355,2153,21,7,0,2,21,5,2,2364.7,2153,0,226.0,189.2,11.38,0.9105,0.0714,36816.0,17.1
683,2026-06-15,FC_KOL,S2,2456,2419,23,8,0,1,23,7,0,2595.2,2419,0,248.0,216.0,11.2,0.9321,0.0323,41496.64,17.15
684,2026-06-15,FC_KOL,S3,1858,1578,18,7,0,0,18,7,0,2028.9,1578,0,200.0,180.0,8.77,0.7778,0.0,35860.0,22.72
685,2026-06-15,FC_MUM,S1,2814,2853,25,9,3,0,22,9,0,2985.2,2853,0,272.0,223.2,12.78,0.9557,0.0882,49072.0,17.2
686,2026-06-15,FC_MUM,S2,3314,3185,30,10,0,0,30,10,0,3719.9,3185,0,320.0,288.0,11.06,0.8562,0.0,59328.0,18.63
687,2026-06-15,FC_MUM,S3,1895,1977,18,7,0,0,18,7,0,1996.1,1977,0,200.0,180.0,10.98,0.9905,0.0,39784.8,20.12
688,2026-06-15,FC_HYD,S1,2538,2706,22,8,5,1,17,7,36,2455.7,2455,251,276.0,208.8,11.76,0.9997,0.2,48812.0,19.88
689,2026-06-15,FC_HYD,S2,2288,2409,20,7,1,0,19,7,0,2555.7,2409,0,216.0,187.2,12.87,0.9426,0.037,37096.48,15.4
690,2026-06-15,FC_HYD,S3,1769,1712,18,7,1,0,17,7,0,2092.6,1712,0,200.0,172.8,9.91,0.8181,0.04,36801.6,21.5
691,2026-06-16,FC_BLR,S1,2778,2940,24,8,3,3,21,5,31,2948.9,2940,0,287.0,218.2,13.47,0.997,0.1875,51910.0,17.66
692,2026-06-16,FC_BLR,S2,2941,2982,26,9,1,0,25,9,0,3009.9,2982,0,280.0,244.8,12.18,0.9907,0.0286,49802.56,16.7
693,2026-06-16,FC_BLR,S3,2085,2144,20,7,1,0,19,7,0,2172.6,2144,0,216.0,187.2,11.45,0.9868,0.037,41043.2,19.14
